division,category,Matrisome Class / Protein Family,geneid,FlyBase Link,Gene Name,UniProt ID,UniProt Protein Name,InterPro Domains,Gene Ontology _Cellular component,Gene Ontology_Biological process,Human Orthologs,Other Gene Names,combined_orthology,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Cathepsin,FBgn0030551,FBgn0030551,CG11674,Q9VY49,LD24340p,IPR006149,,,TNFAIP6; MEGF10; MEGF11; MEGF6,CG11674 Dmel_CG11674,TNFAIP6; MEGF10; MEGF11; MEGF6,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Cathepsin,FBgn0037941,FBgn0037941,CG12594,Q9VGJ0,"Uncharacterized protein, isoform A (Uncharacterized protein, isoform B)",IPR013320;IPR001791;IPR036383;IPR000884,,,THBS1; THBS2,CG12594 Dmel_CG12594,THBS1; THBS2,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Cathepsin,FBgn0053293,FBgn0053293,CG33293,Q95TA8,AT05092p1 (GEO09861p1) (GH07964p),,,,CTSF; CTSK; CTSL; CTSO; CTSS; CTSV; CTSW,CG12163 CG33293-RA CG33293 Dmel_CG33293,CTSF; CTSK; CTSL; CTSO; CTSS; CTSV; CTSW,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Cathepsin,FBgn0034229,FBgn0034229,CG4847,A1ZAU4;Q7K5N8,"CG4847, isoform A (CG4847, isoform C) (EC 3.4.-.-) (EC 3.4.22.-) (CG4847, isoform E) (GH01592p)",IPR000169;IPR013128;IPR039417;IPR038765;IPR013201;IPR000668;IPR025661,extracellular region [GO:0005576]; extracellular space [GO:0005615],multicellular organism reproduction [GO:0032504]; proteolysis [GO:0006508],CTSB; CTSC; CTSH; CTSK; CTSL; CTSO; CTSS; CTSV; CTSW; CTSZ,CG4847 Dmel_CG4847,CTSB; CTSC; CTSH; CTSK; CTSL; CTSO; CTSS; CTSV; CTSW; CTSZ,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Cathepsin,FBgn0032228,FBgn0032228,CG5367,Q9VKY4,CG5367 (EC 3.4.-.-),IPR013128;IPR039417;IPR038765;IPR013201;IPR000668;IPR025660,extracellular space [GO:0005615]; lysosome [GO:0005764],proteolysis involved in cellular protein catabolic process [GO:0051603],CTSB; CTSC; CTSH; CTSK; CTSL; CTSO; CTSS; CTSV; CTSW; CTSZ,Dmel\CG5367 CG5367 Dmel_CG5367,CTSB; CTSC; CTSH; CTSK; CTSL; CTSO; CTSS; CTSV; CTSW; CTSZ,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Cathepsin,FBgn0034160,FBgn0034160,CG5550,A0A0B4K7T3;A1ZAJ8;Q8SYS3,"CG5550, isoform B",IPR002181;IPR014716;IPR014715;IPR020837;IPR036056,,,FGA; FGB; FGG; FGL1; FGL2; MFAP4; TNC; TNN; TNR; TNXB; FCN1; FCN2; FCN3; ANGPT1; ANGPT2; ANGPT4; ANGPTL1; ANGPTL2; ANGPTL3; ANGPTL4; ANGPTL5; ANGPTL6; ANGPTL7,CG5550 Dmel_CG5550,FGA; FGB; FGG; FGL1; FGL2; MFAP4; TNC; TNN; TNR; TNXB; FCN1; FCN2; FCN3; ANGPT1; ANGPT2; ANGPT4; ANGPTL1; ANGPTL2; ANGPTL3; ANGPTL4; ANGPTL5; ANGPTL6; ANGPTL7,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Cathepsin,FBgn0033873,FBgn0033873,CG6337,Q7JYA0,"CG6337, isoform A (EC 3.4.22.-) (CG6337, isoform B) (RE20049p)",IPR013128;IPR000668;IPR013201;IPR038765;IPR039417,extracellular space [GO:0005615]; lysosome [GO:0005764],proteolysis involved in cellular protein catabolic process [GO:0051603],CTSB; CTSC; CTSF; CTSH; CTSK; CTSL; CTSS; CTSV; CTSW; CTSZ,CG6337 Dmel_CG6337,CTSB; CTSC; CTSF; CTSH; CTSK; CTSL; CTSS; CTSV; CTSW; CTSZ,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Cathepsin,FBgn0033874,FBgn0033874,CG6347,Q7K0S6,CG6347 (EC 3.4.-.-) (EC 3.4.22.-) (LD36817p),IPR013128;IPR039417;IPR038765;IPR013201;IPR000668;IPR025660,extracellular space [GO:0005615]; lysosome [GO:0005764],proteolysis involved in cellular protein catabolic process [GO:0051603],CTSB; CTSC; CTSH; CTSK; CTSL; CTSO; CTSS; CTSV; CTSW; CTSZ,CG6347 Dmel_CG6347,CTSB; CTSC; CTSH; CTSK; CTSL; CTSO; CTSS; CTSV; CTSW; CTSZ,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Cathepsin,FBgn0033875,FBgn0033875,CG6357,A1Z9I0;Q8MS62;Q8T3M8,CG6357 (EC 3.4.22.-),IPR013128;IPR038765;IPR013201,,,CTSB; CTSC; CTSH; CTSK; CTSL; CTSS; CTSV; CTSZ,CG6357 Dmel_CG6357,CTSB; CTSC; CTSH; CTSK; CTSL; CTSS; CTSV; CTSZ,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Cathepsin,FBgn0013770,FBgn0013770,Cp1,A0A0B4JD48;Q95029,Cathepsin L (EC 3.4.22.15) (Cysteine proteinase 1) [Cleaved into: Cathepsin L heavy chain; Cathepsin L light chain],IPR000169;IPR013128;IPR039417;IPR038765;IPR013201;IPR000668;IPR025661;IPR025660,extracellular space [GO:0005615]; fusome [GO:0045169]; lysosome [GO:0005764],autophagic cell death [GO:0048102]; digestion [GO:0007586]; proteolysis [GO:0006508]; proteolysis involved in cellular protein catabolic process [GO:0051603]; salivary gland cell autophagic cell death [GO:0035071],CTSB; CTSC; CTSF; CTSH; CTSK; CTSL; CTSO; CTSS; CTSV; CTSW; CTSZ,Cp1 fs(2)50Ca CG6692,CTSB; CTSC; CTSF; CTSH; CTSK; CTSL; CTSO; CTSS; CTSV; CTSW; CTSZ,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Cathepsin,FBgn0030521,FBgn0030521,CtsB1,Q9VY87,"Cathepsin B1, isoform A (Cathepsin B1, isoform C) (EC 3.4.-.-) (EC 3.4.22.-) (GH06546p)",IPR000169;IPR013128;IPR038765;IPR012599;IPR000668;IPR025661;IPR025660,extracellular space [GO:0005615]; lysosome [GO:0005764]; perivitelline space [GO:0098595],autophagic cell death [GO:0048102]; proteolysis [GO:0006508]; proteolysis involved in cellular protein catabolic process [GO:0051603]; regulation of catalytic activity [GO:0050790]; salivary gland cell autophagic cell death [GO:0035071],CTSB; CTSC; CTSH; CTSK; CTSL; CTSS; CTSV; CTSZ,CtsB1 CG10992 Dmel_CG10992,CTSB; CTSC; CTSH; CTSK; CTSL; CTSS; CTSV; CTSZ,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,FAM 20 Kinase,FBgn0051145,FBgn0051145,CG31145,A4VCL2,Extracellular serine/threonine protein CG31145 (EC 2.7.11.1) (Golgi casein kinase) (Golgi-enriched fraction casein kinase) (GEF-CK),IPR024869;IPR009581,extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021],protein phosphorylation [GO:0006468],FAM20A; FAM20B; FAM20C,CG31145,FAM20A; FAM20B; FAM20C,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,FAM 20 Kinase,FBgn0038268,FBgn0038268,CG3631,Q95T10,Glycosaminoglycan xylosylkinase homolog (EC 2.7.1.-) (Xylose kinase homolog),IPR024869;IPR009581,endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794],protein phosphorylation [GO:0006468],FAM20A; FAM20B; FAM20C,CG3631,FAM20A; FAM20B; FAM20C,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Lysyl Hydroxylase,FBgn0036147,FBgn0036147,Plod,Q9VHU7,"Procollagen lysyl hydroxylase, isoform A (EC 1.14.-.-) (Procollagen lysyl hydroxylase, isoform B)",IPR006620;IPR005123;IPR029044,endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; perinuclear region of cytoplasm [GO:0048471],growth of a germarium-derived egg chamber [GO:0007295],OGFOD2; PLOD1; PLOD2; PLOD3,Plod anon-EST:ParkEST325 anon-WO0118547.416 Dmel\CG6199 dPlod LH3 RE-H CG6199 Dmel_CG6199,OGFOD2; PLOD1; PLOD2; PLOD3,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Lysyl Oxidase,FBgn0039848,FBgn0039848,lox,Q9VAR7,Lysyl oxidase-like (EC 1.4.3.13),IPR017448;IPR036772;IPR001695;IPR001190,membrane [GO:0016020],cell adhesion [GO:0007155]; cellular protein modification process [GO:0006464],DMBT1; LOX; LOXL1; LOXL2; LOXL3; LOXL4; PRSS12,lox CG11335 Dmel_CG11335,DMBT1; LOX; LOXL1; LOXL2; LOXL3; LOXL4; PRSS12,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Lysyl Oxidase,FBgn0034660,FBgn0034660,lox2,A0A0B4LHW6;Q0KHY7;Q4V443,Lysyl oxidase-like 2 (EC 1.4.3.13),IPR017448;IPR036772;IPR001695;IPR001190,membrane [GO:0016020],cell adhesion [GO:0007155]; cellular protein modification process [GO:0006464],DMBT1; LOX; LOXL1; LOXL2; LOXL3; LOXL4; PRSS12,lox2 CG4402 Dmel_CG4402,DMBT1; LOX; LOXL1; LOXL2; LOXL3; LOXL4; PRSS12,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Matrix Metalloprotease,FBgn0035049,FBgn0035049,Mmp1,A0A0B4JCU7;A0A0B4JD53;A0A0B4JDA7;A0A0B4K7H5;Q8MLN6;Q9GTK3;Q9W122,"Matrix metalloproteinase 1, isoform E (EC 3.4.24.-)",IPR018487;IPR018486;IPR000585;IPR033739;IPR021190;IPR036375;IPR001818;IPR036365;IPR002477;IPR024079;IPR006026,dendrite [GO:0030425]; extracellular matrix [GO:0031012],"adult fat body development [GO:0007505]; autophagic cell death [GO:0048102]; basement membrane disassembly [GO:0034769]; basement membrane organization [GO:0071711]; cell adhesion [GO:0007155]; cell-cell junction organization [GO:0045216]; dorsal trunk growth, open tracheal system [GO:0035001]; extracellular matrix organization [GO:0030198]; fasciculation of motor neuron axon [GO:0097156]; imaginal disc eversion [GO:0007561]; instar larval development [GO:0002168]; molting cycle, chitin-based cuticle [GO:0007591]; open tracheal system development [GO:0007424]; regulation of tube length, open tracheal system [GO:0035159]; salivary gland cell autophagic cell death [GO:0035071]; tissue regeneration [GO:0042246]; ventral cord development [GO:0007419]; wound healing [GO:0042060]",BSPH1; ELSPBP1; VTN; PRG4; HPX; MMP1; MMP10; MMP11; MMP12; MMP13; MMP14; MMP15; MMP16; MMP17; MMP19; MMP2; MMP20; MMP21; MMP23B; MMP24; MMP25; MMP26; MMP27; MMP28; MMP3; MMP7; MMP8; MMP9,Mmp1 CG4859 Dmel_CG4859,BSPH1; ELSPBP1; VTN; PRG4; HPX; MMP1; MMP10; MMP11; MMP12; MMP13; MMP14; MMP15; MMP16; MMP17; MMP19; MMP2; MMP20; MMP21; MMP23B; MMP24; MMP25; MMP26; MMP27; MMP28; MMP3; MMP7; MMP8; MMP9,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Matrix Metalloprotease,FBgn0033438,FBgn0033438,Mmp2,Q8MPP3,Matrix metalloproteinase-2 (Dm2-MMP) (EC 3.4.24.-),IPR018487;IPR000585;IPR033739;IPR021190;IPR036375;IPR001818;IPR036365;IPR002477;IPR024079;IPR006026,dendrite [GO:0030425]; external side of plasma membrane [GO:0009897]; extracellular matrix [GO:0031012]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],"activation of innate immune response [GO:0002218]; adult fat body development [GO:0007505]; basement membrane disassembly [GO:0034769]; basement membrane organization [GO:0071711]; cell-cell junction organization [GO:0045216]; fasciculation of motor neuron axon [GO:0097156]; imaginal disc eversion [GO:0007561]; imaginal disc fusion, thorax closure [GO:0046529]; lateral inhibition [GO:0046331]; motor neuron axon guidance [GO:0008045]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of fibroblast growth factor receptor signaling pathway [GO:0040037]; negative regulation of Wnt signaling pathway [GO:0030178]; open tracheal system development [GO:0007424]; ovulation [GO:0030728]; phototransduction [GO:0007602]; protein processing [GO:0016485]; tracheal outgrowth, open tracheal system [GO:0007426]; tracheal pit formation in open tracheal system [GO:0035202]; ventral cord development [GO:0007419]; wound healing [GO:0042060]",BSPH1; ELSPBP1; VTN; PRG4; HPX; MMP1; MMP10; MMP11; MMP12; MMP13; MMP14; MMP15; MMP16; MMP17; MMP19; MMP2; MMP20; MMP21; MMP23B; MMP24; MMP25; MMP26; MMP27; MMP28; MMP3; MMP7; MMP8; MMP9,Mmp2 CG1794,BSPH1; ELSPBP1; VTN; PRG4; HPX; MMP1; MMP10; MMP11; MMP12; MMP13; MMP14; MMP15; MMP16; MMP17; MMP19; MMP2; MMP20; MMP21; MMP23B; MMP24; MMP25; MMP26; MMP27; MMP28; MMP3; MMP7; MMP8; MMP9,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0039616,FBgn0039616,CG11828,Q9VAR7,Uncharacterized protein (EC 1.13.11.-) (EC 1.14.11.2),IPR006620;IPR013547;IPR011990,endoplasmic reticulum [GO:0005783],multicellular organism reproduction [GO:0032504],P4HA1; P4HA2; P4HA3; P4HTM,CG11828 Dmel_CG11828,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0039782,FBgn0039782,CG15539,A0A0B4LHW6;Q0KHY7;Q4V443,"Uncharacterized protein, isoform C (EC 1.13.11.-) (EC 1.14.11.2)",IPR006620;IPR013547;IPR005123;IPR011990,endoplasmic reticulum [GO:0005783],,P4HA1; P4HA2; P4HA3; P4HTM,CG15539 Dmel_CG15539,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0040528,FBgn0040528,CG15864,Q9VHU7,Uncharacterized protein (EC 1.13.11.-) (EC 1.14.11.2),IPR006620;IPR013547;IPR005123;IPR011990,endoplasmic reticulum [GO:0005783],,P4HA1; P4HA2; P4HA3; P4HTM,CG15864 Dmel_CG15864,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0036796,FBgn0036796,CG18231,Q9VVQ7,Uncharacterized protein (EC 1.13.11.-) (EC 1.14.11.2),IPR006620;IPR013547;IPR011990,endoplasmic reticulum [GO:0005783],,P4HA1; P4HA2; P4HA3; P4HTM,Dmel\CG18231 CG18231 Dmel_CG18231,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0036795,FBgn0036795,CG18233,Q9VVQ6,Uncharacterized protein (EC 1.-.-.-) (EC 1.13.11.-) (EC 1.14.11.2),IPR006620;IPR013547;IPR005123;IPR011990,endoplasmic reticulum [GO:0005783],multicellular organism reproduction [GO:0032504],P4HA1; P4HA2; P4HA3; P4HTM,Dmel\CG18233 CG18233 Dmel_CG18233,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0042182,FBgn0042182,CG18749,Q8MSK0,Collagen alpha-1(IV) chain,IPR006620;IPR013547;IPR005123;IPR011990,endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576],multicellular organism reproduction [GO:0032504],P4HA1; P4HA2; P4HA3; P4HTM,CG18749 Dmel_CG18749,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0051013,FBgn0051013,CG31013,Q9VA50,Uncharacterized protein (EC 1.13.11.-) (EC 1.14.11.2),IPR019734;IPR005123;IPR013547;IPR011990;IPR006620;IPR013026,endoplasmic reticulum [GO:0005783],,P4HA1; P4HA2; P4HA3; P4HTM,CG31013 Dmel_CG31013,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0051016,FBgn0051016,CG31016,Q9VA52,"Uncharacterized protein, isoform B (Uncharacterized protein, isoform C) (EC 1.13.11.-) (EC 1.14.11.2)",IPR006620;IPR013547;IPR005123;IPR011990,endoplasmic reticulum [GO:0005783],multicellular organism reproduction [GO:0032504],P4HA1; P4HA2; P4HA3; P4HTM,CG31016 Dmel_CG31016,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0051021,FBgn0051021,CG31021,Q5BHW0;Q8IMH8,Uncharacterized protein (EC 1.13.11.-) (EC 1.14.11.2),IPR013547;IPR011990,endoplasmic reticulum [GO:0005783],,P4HA1; P4HA2; P4HA3; P4HTM,CG31021 Dmel_CG31021,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0051371,FBgn0051371,CG31371,A0A0B4K805;Q8IMI4,"Uncharacterized protein, isoform C (EC 1.13.11.-) (EC 1.14.11.2)",IPR013547;IPR011990,endoplasmic reticulum [GO:0005783],,P4HA1; P4HA2; P4HA3; P4HTM,CG31371 Dmel_CG31371,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0051524,FBgn0051524,CG31524,Q0KHY6;Q8IMI2,"Uncharacterized protein, isoform B (EC 1.13.11.-) (EC 1.14.11.2)",IPR019734;IPR005123;IPR013547;IPR011990;IPR006620;IPR013026,endoplasmic reticulum [GO:0005783],,P4HA1; P4HA2; P4HA3; P4HTM,CG31524 Dmel_CG31524,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0052199,FBgn0052199,CG32199,Q8T3H5;Q9VVQ9,Uncharacterized protein (EC 1.13.11.-) (EC 1.14.11.2),IPR006620;IPR013547;IPR005123,endoplasmic reticulum [GO:0005783],,P4HA1; P4HA2; P4HA3; P4HTM,Dmel\CG32199 CG13382 CG32199 Dmel_CG32199,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0052201,FBgn0052201,CG32201,Q8IQS7,Uncharacterized protein (EC 1.13.11.-) (EC 1.14.11.2),IPR006620;IPR013547;IPR005123;IPR011990,endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576],multicellular organism reproduction [GO:0032504],P4HA1; P4HA2; P4HA3; P4HTM,Dmel\CG32201 CG13382 CG18230 CG32201 Dmel_CG32201,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0054041,FBgn0054041,CG34041,A0A0B4KHI9;D3DMS2;Q2PDP5,"Uncharacterized protein, isoform E (EC 1.13.11.-) (EC 1.14.11.2)",IPR013547;IPR013026;IPR019734;IPR011990,endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021],,P4HA1; P4HA2; P4HA3; P4HTM,CG34041 Dmel_CG34041,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0036793,FBgn0036793,CG4174,Q9VVQ4,"CG4174, isoform D (EC 1.13.11.-) (EC 1.14.11.2) (CG4174, isoform E) (CG4174, isoform F)",IPR006620;IPR013547;IPR011990,endoplasmic reticulum [GO:0005783],,P4HA1; P4HA2; P4HA3; P4HTM,Dmel\CG4174 CG4174 Dmel_CG4174,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0039784,FBgn0039784,CG9698,Q9VA60,CG9698 (EC 1.13.11.-) (EC 1.14.11.2),IPR006620;IPR013547;IPR005123;IPR011990,endoplasmic reticulum [GO:0005783],,P4HA1; P4HA2; P4HA3; P4HTM,CG9698 Dmel_CG9698,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0039776,FBgn0039776,PH4alphaEFB,Q9VA69,Prolyl 4-hydroxylase alpha-related protein PH4[alpha]EFB (Prolyl-4-hydroxylase-alpha EFB) (EC 1.13.11.-) (EC 1.14.11.2) (SD05564p),IPR006620;IPR013547;IPR005123;IPR011990,endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783],,P4HA1; P4HA2; P4HA3; P4HTM,PH4alphaEFB PH4-alpha-EFB CG31022 Dmel_CG31022,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0026190,FBgn0026190,PH4alphaMP,O97126;Q9VA65,FI17802p1 (Prolyl-4-hydroxylase-alpha MP) (EC 1.13.11.-) (EC 1.14.11.2),IPR006620;IPR013547;IPR005123;IPR011990,endoplasmic reticulum [GO:0005783],,P4HA1; P4HA2; P4HA3; P4HTM,PH4alphaMP PH4-alpha-MP PH4alphaMP-RA CG9726 Dmel_CG9726,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0039780,FBgn0039780,PH4alphaNE1,Q8T0N6;Q8T5S6;Q9VA64,FI16820p1 (Prolyl-4-hydroxylase-alpha NE1) (EC 1.13.11.-) (EC 1.14.11.2),IPR006620;IPR013547;IPR005123;IPR011990,endoplasmic reticulum [GO:0005783],,P4HA1; P4HA2; P4HA3; P4HTM,PH4alphaNE1 PH4-alpha-NE1 PH4alphaNE1-RA CG9728 Dmel_CG9728,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0039783,FBgn0039783,PH4alphaNE2,Q8STH1;Q9VA61,Prolyl-4-hydroxylase-alpha NE2 (EC 1.13.11.-) (EC 1.14.11.2),IPR019734;IPR005123;IPR013547;IPR011990;IPR006620;IPR013026,endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615],cell migration [GO:0016477]; multicellular organism reproduction [GO:0032504],P4HA1; P4HA2; P4HA3; P4HTM,PH4alphaNE2 PH4-alpha-NE2 CG9720 Dmel_CG9720,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0051017,FBgn0051017,PH4alphaNE3,Q961I8,GH21465p (Prolyl 4-hydroxylase alpha-related protein PH4[alpha]NE3) (Prolyl-4-hydroxylase-alpha NE3) (EC 1.13.11.-) (EC 1.14.11.2),IPR006620;IPR013547;IPR005123;IPR011990,endoplasmic reticulum [GO:0005783],,P4HA1; P4HA2; P4HA3; P4HTM,PH4alphaNE3 CG9708 PH4-alpha-NE3 CG31017 Dmel_CG31017,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0051015,FBgn0051015,PH4alphaPV,Q8MQN0;Q8T5S8,FI23978p1 (Prolyl 4-hydroxylase alpha-related protein PH4[alpha]PV) (Prolyl-4-hydroxylase-alpha PV) (EC 1.13.11.-) (EC 1.14.11.2),IPR006620;IPR013547;IPR005123;IPR011990,endoplasmic reticulum [GO:0005783],,P4HA1; P4HA2; P4HA3; P4HTM,PH4alphaPV PH4-alpha-PV PH4alphaPV-RA CG31015 Dmel_CG31015,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0051014,FBgn0051014,PH4alphaSG1,Q8T5S7;Q9VA63,IP03659p (Prolyl-4-hydroxylase-alpha SG1) (EC 1.13.11.-) (EC 1.14.11.2),IPR006620;IPR013547;IPR005123;IPR011990,endoplasmic reticulum [GO:0005783],salivary gland morphogenesis [GO:0007435],P4HA1; P4HA2; P4HA3; P4HTM,PH4alphaSG1 PH4-alpha-SG1 CG31014 Dmel_CG31014,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Prolyl 4-Hydroxylase,FBgn0039779,FBgn0039779,PH4alphaSG2,Q8IGX7;Q8SWR1;Q9I7H5,Prolyl 4-hydroxylase alpha-related protein PH4[alpha]SG2 (Prolyl-4-hydroxylase-alpha SG2) (EC 1.13.11.-) (EC 1.14.11.2),IPR006620;IPR013547;IPR005123;IPR011990,endoplasmic reticulum [GO:0005783],salivary gland morphogenesis [GO:0007435],P4HA1; P4HA2; P4HA3; P4HTM,PH4alphaSG2 PH4-alpha-SG2 CG1546 Dmel_CG1546,P4HA1; P4HA2; P4HA3; P4HTM,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators,Serpin,FBgn0263109,FBgn0263109,CG43366,A1Z6I3,Uncharacterized protein,IPR023795;IPR000215;IPR023796;IPR036186,extracellular space [GO:0005615],,SERPINA1; SERPINA11; SERPINA12; SERPINA2; SERPINA3; SERPINA4; SERPINA5; SERPINA6; SERPINA7; SERPINA9,CG43366 Dmel_CG43366,SERPINA1; SERPINA11; SERPINA12; SERPINA2; SERPINA3; SERPINA4; SERPINA5; SERPINA6; SERPINA7; SERPINA9,,
